Funding block,address,Funding Amount[CELO],Funding Entity,Exists_in_Large_File,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,EarliestLZdata,affinity,Onmichain Balance$,eth linea base scroll zks Balance$
20529271,0x3c7a2a52bebbe84b7a94953f5daa7fb1468e2f24,1.999,Tether : Binance,FALSE,109,"['Merkly' 'Merkly' 'L2Pass' nan 'Merkly' 'Omni X' 'Omni X' 'Merkly'
 'CoreDAO' 'Merkly' 'Stargate' nan 'Maverick Protocol' 'Stargate' 'Merkly'
 'Stargate' 'Stargate' nan 'L2Marathon' 'Merkly' 'Maverick Protocol'
 'L2Pass' 'L2Marathon' nan 'Stargate' 'Stargate' 'Merkly' 'Merkly'
 'Merkly' 'Stargate' 'L2Marathon' 'Merkly' 'Merkly' 'Stargate' nan
 'Merkly' 'Abracadabra Money' nan 'Maverick Protocol' 'Merkly' 'Stargate'
 'L2telegraph' 'Interport Finance' 'Abracadabra Money' 'Merkly' 'USDV'
 'Abracadabra Money' 'L2Marathon' 'Bitcoin Bridge' 'Merkly' 'CoreDAO'
 'Omni X' 'Merkly' 'Omni X' 'Stargate' 'Merkly' 'L2Pass' 'Merkly'
 'Stargate' 'Merkly' 'L2Pass' nan 'Zerius' 'Merkly' 'Aptos Bridge'
 'L2Marathon' 'Merkly' 'Stargate' 'Merkly' 'Stargate' 'Omni X' 'Stargate'
 'Merkly' 'Bitcoin Bridge' 'Merkly' 'L2Marathon' 'Merkly' 'Whale'
 'Stargate' 'Merkly' nan 'Merkly' 'Abracadabra Money' 'Merkly' 'Stargate'
 'Merkly' 'Gas.zip' 'Omni X' 'Stargate' 'Merkly' nan 'Merkly' nan 'Omni X'
 'Holograph' nan 'Stargate' 'Stargate' 'Merkly' 'Merkly' 'L2Pass' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Holograph']",10103.91,92.7,18,17,31,2023/7/13 8:40,103,194,"[59.69, 9.06, 0.02, 14.08, 27.94]"
20529266,0xe24e0243db172ee74d862e5444407c9422e15526,1.999,Tether : Binance,FALSE,113,"['Merkly' 'Merkly' 'Merkly' 'Stargate' 'Gas.zip' 'Merkly'
 'Maverick Protocol' 'Maverick Protocol' 'l2telegraph' 'Merkly' 'Merkly'
 'Merkly' 'L2Pass' 'Stargate' 'Stargate' 'L2Pass' nan 'Stargate' 'L2Pass'
 'Merkly' nan 'L2Pass' 'Holograph' 'Omni X' 'Harmony Bridge' nan 'Gas.zip'
 'Stargate' 'Omni X' nan 'Merkly' 'Merkly' 'Merkly' 'L2Marathon'
 'Stargate' 'Stargate' 'Stargate' nan 'Merkly' 'Merkly'
 'Abracadabra Money' 'Merkly' 'Omni X' 'Merkly' 'Aptos Bridge' nan
 'Merkly' 'Harmony Bridge' 'Merkly' 'Gas.zip' 'L2Marathon' 'Merkly'
 'Merkly' 'Holograph' 'Merkly' 'Stargate' nan 'Merkly' nan 'Zerius'
 'Abracadabra Money' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly'
 'Merkly' 'L2Marathon' 'CoreDAO' 'Merkly' 'L2Marathon' 'Merkly'
 'L2Marathon' 'Merkly' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Maverick Protocol' 'Merkly' 'Stargate' 'CoreDAO' 'Omni X' 'Stargate'
 'Merkly' 'Merkly' 'Bitcoin Bridge' 'Merkly' 'Stargate' 'Stargate' nan
 'Stargate' 'Stargate' 'Merkly' 'Stargate' 'Merkly' 'L2Pass' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Abracadabra Money' nan 'Abracadabra Money'
 'Omni X' 'Merkly' 'L2Marathon' 'Bitcoin Bridge' 'Merkly' 'Omni X'
 'Merkly' 'Abracadabra Money' 'Merkly']",10136.23,89.7,16,16,31,2023/7/13 8:40,103,198.3,"[12.44, 0.0, 0.0, 40.28, 69.52]"
20529261,0xf40bbf82a682a1dc72a8ace96740ce145d6aa769,1.999,Tether : Binance,FALSE,123,"['Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Stargate'
 'Harmony Bridge' 'L2Marathon' 'Stargate' 'Maverick Protocol' 'Merkly'
 'Merkly' 'Merkly' 'L2Pass' 'Stargate' 'Merkly' nan 'Maverick Protocol'
 'Aptos Bridge' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly'
 'Maverick Protocol' 'Merkly' 'Merkly' 'Merkly' 'Gas.zip' 'Stargate'
 'Stargate' 'Merkly' 'l2telegraph' 'L2Pass' 'Stargate' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'L2Pass' 'Stargate' 'L2Marathon' 'Stargate' nan
 'Merkly' 'Omnisea' 'Merkly' 'Harmony Bridge' 'L2Marathon' 'Merkly'
 'Stargate' 'CoreDAO' 'Merkly' 'Orderly Network' 'Stargate' 'Zerius' nan
 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'L2Pass' 'Merkly' 'Stargate'
 'Stargate' 'Stargate' 'Merkly' nan 'Merkly' 'Merkly' nan 'Merkly' nan
 'Merkly' 'Merkly' 'Gas.zip' 'Merkly' 'Merkly' 'Stargate' 'Merkly'
 'Bitcoin Bridge' 'Merkly' 'Bitcoin Bridge' nan 'Omni X' nan 'Stargate'
 'Merkly' 'CoreDAO' 'L2Marathon' 'Holograph' 'Stargate' 'L2Marathon'
 'Interport Finance' 'USDV' 'Merkly' 'Stargate' 'Merkly' 'Stargate'
 'Omni X' 'Merkly' 'Stargate' 'Gas.zip' 'Omnisea' 'Stargate' 'Merkly' nan
 'Gas.zip' 'Gas.zip' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Gas.zip'
 'L2Pass' 'Abracadabra Money' 'L2Marathon' 'Holograph' 'Omni X' 'Stargate'
 'Merkly' nan nan]",10088.03,82.02,20,16,33,2023/7/12 12:56,103,177.42,"[50.98, 0.83, 15.07, 24.58, 37.22]"
20529254,0xfc20a2580d18ca319c62d3dcab01f596ecd0bb6f,1.999,Tether : Binance,FALSE,115,"['Merkly' 'Merkly' 'Harmony Bridge' 'L2Marathon' 'Merkly'
 'Maverick Protocol' 'Merkly' 'Merkly' 'Merkly' nan 'Merkly' 'Merkly'
 'L2Pass' 'Merkly' 'Merkly' nan 'Harmony Bridge' 'Merkly' nan 'Merkly'
 'Merkly' 'Gas.zip' 'Stargate' 'Merkly' 'L2Pass' 'Stargate' 'Omni X'
 'Zerius' 'Stargate' 'Holograph' 'Merkly' 'Stargate' 'Stargate' nan
 'Stargate' 'Stargate' 'Merkly' 'Merkly' 'Maverick Protocol' 'L2telegraph'
 'Stargate' 'Stargate' 'L2Pass' 'Stargate' 'Merkly' 'Gas.zip' 'Merkly'
 'Merkly' 'Holograph' 'Omni X' 'Merkly' 'Merkly' 'Merkly' 'Stargate'
 'Stargate' 'Aptos Bridge' 'Merkly' 'USDV' 'Merkly' nan nan 'Merkly'
 'Merkly' 'Bitcoin Bridge' 'L2Pass' 'Merkly' 'Holograph' nan 'L2Marathon'
 'Stargate' 'L2Marathon' 'Abracadabra Money' 'Merkly' 'Stargate'
 'Bitcoin Bridge' 'Abracadabra Money' 'Abracadabra Money' 'Merkly'
 'Merkly' nan 'Stargate' 'Telos Bridge' 'Stargate' 'L2Pass' 'Merkly'
 'Interport Finance' 'Merkly' 'Merkly' 'Merkly' 'Omni X' nan nan 'Merkly'
 'L2Marathon' 'Stargate' 'Stargate' 'L2Marathon' 'Merkly' 'Merkly'
 'Merkly' nan 'Merkly' 'Merkly' nan 'Merkly' 'Gas.zip' 'L2Marathon'
 'Merkly' 'Merkly' 'Maverick Protocol' 'Merkly' 'Merkly' nan 'Merkly'
 'Merkly']",10072.72,87.59,18,17,34,2023/7/11 17:31,103,205.44,"[61.79, 1.91, 12.96, 44.47, 31.35]"
20529249,0x355df2c1f71f2e41aaeef85a0e36e3237fbfdae9,1.999,Tether : Binance,FALSE,108,"['Stargate' 'Stargate' 'Zerius' 'Stargate' 'Holograph' 'Stargate'
 'Abracadabra Money' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Holograph'
 'Merkly' 'L2Pass' 'Omni X' 'Merkly' 'Merkly' 'L2Marathon' 'L2Pass'
 'Harmony Bridge' 'Merkly' 'Merkly' 'L2Marathon' 'Merkly' 'Merkly'
 'Omnisea' 'Merkly' 'Merkly' 'Merkly' nan 'Stargate' 'L2Marathon'
 'Stargate' 'Harmony Bridge' 'Maverick Protocol' nan 'Stargate' 'Merkly'
 'Merkly' 'Merkly' 'Stargate' 'Bitcoin Bridge' 'Whale' 'Stargate' 'Merkly'
 'Stargate' 'Stargate' nan 'Merkly' 'Merkly' 'Merkly' 'Stargate'
 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Abracadabra Money'
 'Merkly' 'Merkly' 'Stargate' 'Interport Finance' 'L2Marathon' 'Stargate'
 'Merkly' 'Merkly' 'Merkly' 'L2Marathon' 'L2Marathon' 'Merkly' 'Omni X'
 'Stargate' 'Omni X' 'Merkly' 'Aptos Bridge' nan 'Stargate' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' nan nan 'Stargate' nan 'Stargate' 'Merkly'
 'Gas.zip' 'Merkly' 'Stargate' 'Abracadabra Money' 'L2Pass' 'Merkly'
 'Bitcoin Bridge' 'Omni X' 'Merkly' 'Stargate' 'Merkly' nan 'Merkly' nan
 'Holograph' 'Merkly' 'Harmony Bridge' nan 'Merkly' 'Merkly' nan]",10055.99,93.11,17,17,32,2023/7/11 17:31,103,233.14,"[68.67, 10.09, 15.42, 25.65, 48.23]"
20524364,0x624d3b2b116df6c963e270f85ab60fad59c2502e,1.999,Tether : Binance,FALSE,108,"['Stargate' 'Stargate' 'Stargate' 'Omni X' 'Merkly' 'Merkly' 'Merkly'
 'Maverick Protocol' 'Merkly' 'Stargate' 'Abracadabra Money' nan
 'Stargate' 'Gas.zip' nan 'Stargate' 'L2Marathon' 'CoreDAO' 'CoreDAO'
 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Bitcoin Bridge' nan 'L2Pass'
 'Stargate' 'Abracadabra Money' 'Stargate' nan 'L2Marathon' 'Gas.zip'
 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Merkly' 'Merkly' 'Gas.zip' nan
 'Merkly' 'Abracadabra Money' nan 'L2Pass' 'Merkly' 'Merkly' 'Holograph'
 'Stargate' 'L2Marathon' 'Stargate' 'Stargate' 'Omnisea' 'Stargate'
 'Omni X' 'Merkly' 'Stargate' 'Stargate' 'Stargate' 'Omni X' 'Merkly'
 'Stargate' 'L2Marathon' 'L2Marathon' 'PancakeSwap' nan nan 'Merkly'
 'Zerius' 'L2Marathon' 'Stargate' 'Stargate' 'Gas.zip' 'Stargate' 'Merkly'
 'Merkly' 'Merkly' 'Stargate' 'Stargate' 'L2Marathon' 'Abracadabra Money'
 'Gas.zip' 'Stargate' 'Merkly' 'Stargate' nan 'Omni X' 'Merkly'
 'Aptos Bridge' nan 'Merkly' 'Merkly' 'Stargate' 'Stargate' 'Holograph'
 'Merkly' 'Holograph' 'Gas.zip' 'Bitcoin Bridge' 'Merkly' 'Merkly'
 'Merkly' 'Testnet Bridge' 'L2Marathon' 'Bitcoin Bridge' nan
 'Bitcoin Bridge' 'Merkly' 'L2Marathon' 'Whale']",749.78,6.94,18,16,30,2023/7/9 21:56,103,231.51,"[131.25, 0, 1.81, 6.44, 42.93]"
20524357,0xd25a3473aefae2f298035525e76b8ba8592e058d,1.999,Tether : Binance,FALSE,111,"[nan 'Abracadabra Money' nan 'Merkly' 'L2Pass' 'Harmony Bridge'
 'L2Marathon' 'Merkly' 'Stargate' 'Omni X' nan 'Omni X' 'Bitcoin Bridge'
 'Merkly' 'Holograph' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Aptos Bridge'
 'Stargate' 'Stargate' 'L2Marathon' 'Holograph' 'Merkly' 'L2Pass' 'Merkly'
 'Stargate' 'Merkly' 'L2Marathon' 'Merkly' 'Stargate' 'Testnet Bridge'
 'Abracadabra Money' 'Merkly' 'Whale' 'Merkly' 'Stargate' 'Merkly'
 'Stargate' 'Stargate' 'Merkly' 'Merkly' 'Interport Finance' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Merkly' 'Omnisea' nan 'Stargate'
 'Merkly' 'Merkly' 'Stargate' 'Merkly' nan 'Stargate' 'Stargate' nan
 'Merkly' 'Merkly' 'L2Marathon' 'Merkly' 'Gas.zip' 'Stargate' 'Merkly'
 'Merkly' 'Stargate' 'Bitcoin Bridge' 'Merkly' 'Merkly' 'Gas.zip'
 'L2Marathon' 'Harmony Bridge' 'Omni X' 'L2Pass' 'Abracadabra Money'
 'Omni X' nan 'Gas.zip' 'Stargate' 'Merkly' 'Stargate' 'Zerius' 'Merkly'
 'Omni X' 'L2Marathon' 'Merkly' nan 'Merkly' 'L2Marathon' 'Stargate'
 'Omni X' 'Merkly' 'Stargate' nan 'L2Marathon' 'Merkly' 'Bitcoin Bridge'
 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Stargate' 'Merkly' 'Gas.zip'
 'Maverick Protocol' 'Stargate' 'Merkly' 'L2Marathon']",12206.03,109.96,18,19,30,2023/7/9 21:56,103,202.59,"[23.32, 0, 11.58, 72.12, 47.4]"
20524350,0x1b8f22101be30c47a66bff772ef4a25a3b7a777a,1.999,Tether : Binance,FALSE,112,"[nan 'Stargate' 'Interport Finance' 'Omnisea' 'Stargate' 'L2Pass' 'Merkly'
 'Stargate' 'Abracadabra Money' 'Stargate' 'Stargate' 'Merkly' 'Merkly'
 'L2Pass' 'Stargate' 'Stargate' 'Merkly' 'Stargate' 'Omni X' 'L2Pass'
 'L2Marathon' 'L2Marathon' 'Omni X' 'Stargate' 'Merkly' 'Merkly' 'Whale'
 'USDV' nan 'Merkly' 'Maverick Protocol' 'Omni X' 'Merkly'
 'Bitcoin Bridge' 'Merkly' 'L2Marathon' 'Bitcoin Bridge' 'Merkly'
 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Gas.zip'
 'Merkly' 'Stargate' 'Stargate' 'Merkly' 'Aptos Bridge' 'Omni X' 'Merkly'
 'Stargate' nan nan 'Stargate' 'Merkly' 'Merkly' 'Stargate' 'Merkly'
 'Zerius' 'Merkly' 'Stargate' 'Merkly' 'Merkly' nan 'Stargate' 'Stargate'
 nan 'L2Marathon' 'Merkly' 'L2Marathon' 'L2Marathon' 'Merkly' nan 'L2Pass'
 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly'
 'Stargate' 'Abracadabra Money' 'L2Pass' nan 'Merkly' 'Holograph' nan
 'Abracadabra Money' 'Merkly' 'Stargate' 'Stargate' 'Merkly' 'Merkly'
 'USDV' 'Gas.zip' 'Merkly' 'Stargate' 'Holograph' 'Merkly' nan nan nan
 'Merkly' 'L2Marathon' 'L2Marathon' 'Merkly' 'Stargate' 'Stargate'
 'Stargate']",13926.65,124.35,17,17,30,2023/7/9 21:56,103,225.06,"[30.79, 0, 1.4, 64.85, 59.78]"
20524341,0xcad4c6928c4133529e01ed78f1f3489c6b6af05c,1.999,Tether : Binance,FALSE,121,"[nan 'Merkly' 'Merkly' 'L2Pass' 'Merkly' 'Omni X' nan 'Merkly' 'Stargate'
 'L2Marathon' 'Omni X' 'Merkly' 'L2Marathon' nan 'Merkly' 'Merkly' nan
 'Stargate' 'Bitcoin Bridge' 'Aptos Bridge' nan 'Gas.zip' 'Stargate'
 'Merkly' 'Zerius' 'Holograph' 'Abracadabra Money' 'Merkly' 'Omni X'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate' nan 'Merkly' 'Merkly'
 'Merkly' 'Bitcoin Bridge' 'Stargate' 'Merkly' 'Merkly' 'L2Marathon'
 'Merkly' 'Merkly' 'Stargate' 'Bitcoin Bridge' 'Harmony Bridge'
 'L2Marathon' 'Whale' nan 'Merkly' 'Omni X' 'Stargate' 'Merkly'
 'L2Marathon' 'Stargate' 'L2Pass' 'Merkly' nan 'Whale' 'Stargate'
 'L2Marathon' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Testnet Bridge' 'Stargate' 'L2Pass'
 'Abracadabra Money' 'Omni X' nan 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' nan 'Merkly' 'Merkly' 'Stargate' 'Merkly'
 'Stargate' 'Harmony Bridge' nan 'Omnisea' 'Merkly' 'Stargate' 'L2Pass'
 'Omni X' 'Gas.zip' nan 'Abracadabra Money' 'Maverick Protocol'
 'L2Marathon' 'Interport Finance' 'L2Marathon' 'Stargate' 'Holograph'
 'Merkly' nan 'Stargate' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Stargate' 'Stargate' 'Merkly' 'Stargate' 'Merkly' 'Stargate' 'Stargate']",8556.22,70.71,18,17,32,2023/7/11 9:35,103,259.9,"[78.84, 15.51, 7.74, 10.9, 56.5]"
20524332,0xad85eb84d5e2fa76b0421909bcd0243e8f3f4d97,2,Tether : Binance,FALSE,112,"['Abracadabra Money' nan 'Stargate' nan 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Holograph' 'Stargate' 'Abracadabra Money' 'Merkly' 'Merkly'
 'Stargate' 'Merkly' 'Merkly' 'Stargate' nan 'Stargate' 'Merkly' nan
 'Stargate' 'Merkly' 'Merkly' 'Stargate' 'L2Marathon' 'Stargate'
 'Holograph' 'Stargate' nan 'L2Pass' 'Stargate' 'Merkly' 'Whale' 'Merkly'
 'Interport Finance' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'L2Marathon'
 'Merkly' 'Harmony Bridge' nan 'Omni X' 'Gas.zip' 'Stargate' 'Stargate'
 'Omni X' 'Maverick Protocol' 'Stargate' nan 'Merkly' 'Bitcoin Bridge'
 'Holograph' 'L2Marathon' 'Testnet Bridge' 'Merkly' 'Omni X' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'L2Pass' 'L2Pass' 'Stargate' 'Stargate'
 'Merkly' 'Zerius' 'L2Pass' 'Stargate' nan 'Stargate' 'Stargate' 'Merkly'
 'Merkly' 'Zerius' nan 'Merkly' nan 'Merkly' 'Abracadabra Money' 'Omni X'
 'Merkly' 'Omni X' 'Bitcoin Bridge' 'Merkly' 'Harmony Bridge' 'Merkly'
 'Stargate' 'Merkly' 'Omni X' 'Maverick Protocol' 'Merkly' 'Merkly'
 'Merkly' 'Gas.zip' 'Gas.zip' 'L2Marathon' 'Aptos Bridge' 'Omni X' nan
 'Merkly' 'Omnisea' 'Stargate' 'L2Marathon' 'Stargate' 'Stargate'
 'Stargate' 'L2Pass' 'Bitcoin Bridge' 'L2Marathon']",10109.91,90.27,18,17,33,2023/7/11 9:31,103,224.04,"[43.34, 4.89, 9.77, 51.22, 27.0]"
20520858,0x715a6d8f0dcadedf8fcaeb463d7ac3e2d95b88b9,2.000618,Tether : Binance,FALSE,89,"['Stargate' 'Aptos Bridge' 'Stargate' 'L2Marathon' 'Harmony Bridge'
 'L2Pass' 'Merkly' 'l2telegraph' 'Merkly' 'Stargate' 'Stargate' 'Gas.zip'
 nan 'Angle' 'Merkly' nan 'Stargate' 'Stargate' 'Merkly' 'CoreDAO'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' nan 'Stargate'
 'L2Marathon' nan 'L2Marathon' 'Stargate' 'Bitcoin Bridge' 'Holograph' nan
 nan 'Stargate' 'Stargate' 'L2Marathon' 'Stargate' 'L2Marathon' 'Merkly'
 'Stargate' 'Holograph' 'DappGate' 'Aptos Bridge' 'L2Marathon'
 'Maverick Protocol' 'Stargate' 'Stargate' nan 'Stargate' 'Angle'
 'Stargate' 'Stargate' 'Merkly' 'Stargate' 'Abracadabra Money' 'Stargate'
 nan 'L2Marathon' 'Stargate' 'Stargate' 'Stargate' 'Bitcoin Bridge'
 'Stargate' 'Omni X' 'Stargate' 'Stargate' 'Harmony Bridge' 'l2telegraph'
 'Zerius' nan nan nan 'Stargate' 'l2telegraph' 'Bitcoin Bridge' nan
 'Stargate' 'Gas.zip' 'Bitcoin Bridge' nan 'Stargate' 'CoreDAO' 'Stargate'
 'Testnet Bridge' 'Merkly' 'Stargate']",2702.81,30.37,19,15,33,2023/5/4 18:32,103,475.88,"[39.96, 56.11, 0.0, 5.77, 48.46]"
20514273,0x4b7420e5bd2b122507c8f2c52c2baddb8a95687e,1.999,Tether : Binance,FALSE,124,"['Stargate' nan 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Stargate' nan
 'Stargate' 'Bitcoin Bridge' 'DappGate' 'Holograph' 'Bitcoin Bridge'
 'Holograph' 'Stargate' 'Aptos Bridge' nan 'Abracadabra Money'
 'Bitcoin Bridge' 'Stargate' 'Angle' 'Bitcoin Bridge' 'Stargate'
 'Stargate' 'Stargate' 'Abracadabra Money' 'Stargate' 'Stargate'
 'Abracadabra Money' 'Maverick Protocol' 'Stargate' 'Radiant Capital'
 'OmniArt' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Gas.zip' 'Stargate'
 'Stargate' 'Merkly' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Merkly' 'Stargate' 'l2telegraph'
 nan 'DappGate' 'DappGate' 'TraderJoe' 'Stargate' 'Stargate'
 'Abracadabra Money' 'OmniArt' 'Aptos Bridge' 'Stargate' nan 'Stargate'
 'Merkly' 'Stargate' 'Stargate' 'CoreDAO' 'Holograph' 'Merkly' 'Holograph'
 'l2telegraph' 'Holograph' 'Stargate' 'Stargate' 'Orderly Network'
 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Merkly'
 'OmniArt' 'Stargate' 'Fuse Bridge' 'Merkly' 'Merkly' 'Stargate'
 'Stargate' nan 'Stargate' 'Holograph' 'Stargate' 'Stargate' 'Merkly'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Holograph'
 'Stargate' 'Merkly' 'Stargate' 'Stargate' 'Stargate' 'Merkly'
 'Harmony Bridge' 'Stargate' 'Stargate' 'Fuse Bridge' 'Holograph'
 'OmniArt' 'CoreDAO' 'Stargate' 'Holograph' 'Aptos Bridge' 'Gas.zip' nan
 'Angle' 'Stargate' nan 'Gas.zip' 'Stargate' 'Maverick Protocol' 'CoreDAO']",15405.5,124.24,19,18,28,2023/1/4 22:16,103,230.71,"[27.72, 21.38, 11.36, 28.55, 49.16]"
20512478,0xec5892b6a23920461c32b9f8243ee6eaf5ddf65c,1.999,Tether : Binance,FALSE,132,"['Merkly' 'Abracadabra Money' 'Stargate' 'Stargate' 'Merkly' 'Stargate'
 'Stargate' 'Stargate' 'Abracadabra Money' 'Stargate' 'Stargate' 'Merkly'
 'Stargate' nan 'Stargate' 'Holograph' 'Gas.zip' 'Stargate' nan 'Gas.zip'
 'Aptos Bridge' 'Stargate' 'l2telegraph' 'Stargate' 'Stargate'
 'Orderly Network' 'Stargate' 'Merkly' 'Stargate' 'Stargate' 'Merkly'
 'OmniArt' nan 'Stargate' 'Bitcoin Bridge' nan nan 'Stargate' 'Stargate'
 'Radiant Capital' 'Holograph' 'Holograph' 'Stargate' 'Stargate'
 'Bitcoin Bridge' 'Merkly' 'Holograph' 'Gas.zip' 'Stargate' 'Holograph'
 'Stargate' 'Stargate' 'Stargate' 'l2telegraph' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate'
 'Merkly' 'Angle' 'OmniArt' 'Stargate' 'Stargate' 'Radiant Capital'
 'Merkly' 'Fuse Bridge' 'OmniArt' nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan 'DappGate' 'Merkly' 'Stargate' 'Gas.zip' 'Stargate'
 'Holograph' 'Stargate' 'Holograph' 'Stargate' 'Bitcoin Bridge' 'Stargate'
 nan 'Stargate' 'OmniArt' 'Stargate' 'Stargate' nan 'Stargate' 'Merkly'
 'Stargate' 'Bitcoin Bridge' 'Harmony Bridge' 'Stargate' nan 'Merkly'
 'CoreDAO' 'Stargate' 'Stargate' nan nan 'Holograph' 'Stargate'
 'Holograph' 'Holograph' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate'
 nan 'Merkly' 'Stargate' 'Stargate' 'Stargate' 'Maverick Protocol'
 'Abracadabra Money' 'Merkly' 'Angle' 'Merkly' 'Stargate' 'Stargate'
 'Gas.zip' 'Stargate' 'Stargate']",15491.33,117.36,18,17,29,2023/4/23 22:14,103,282.73,"[42.59, 4.49, 12.69, 39.85, 90.86]"
20480465,0x37a6714123c1ebd085ab1e993f041cb87e963506,1.999,Tether : Binance,FALSE,118,"['CoreDAO' 'Stargate' 'OmniArt' 'Merkly' 'CoreDAO' 'Stargate' 'TraderJoe'
 'Abracadabra Money' 'L2Pass' nan 'Merkly' 'l2telegraph' 'Merkly'
 'Stargate' 'Stargate' 'Merkly' 'Whale' 'Stargate' 'Stargate' 'L2Pass' nan
 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Orderly Network' 'Merkly'
 'Stargate' 'Stargate' 'Stargate' 'Holograph' 'Stargate' 'Stargate'
 'Stargate' 'DeFi Kingdoms' 'Holograph' 'L2Pass' 'Stargate' 'Holograph'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Abracadabra Money'
 'Bitcoin Bridge' 'L2Pass' 'L2telegraph' 'Stargate' 'Merkly'
 'DeFi Kingdoms' 'L2Pass' 'Merkly' nan 'Abracadabra Money' nan
 'DeFi Kingdoms' 'Holograph' 'L2Pass' 'Abracadabra Money' 'Merkly'
 'Stargate' 'Bitcoin Bridge' 'Holograph' 'Stargate' 'Stargate' 'Holograph'
 nan 'Stargate' 'Stargate' 'Stargate' 'L2Pass' 'OmniArt' 'DeFi Kingdoms'
 'DeFi Kingdoms' 'CoreDAO' nan 'DeFi Kingdoms' 'PancakeSwap' nan
 'Stargate' 'L2Pass' 'DeFi Kingdoms' 'L2Pass' 'L2Pass' 'Merkly' 'L2Pass'
 'Stargate' 'Stargate' 'Stargate' 'Abracadabra Money' 'Merkly' 'Stargate'
 'TraderJoe' 'Merkly' 'Merkly' 'DeFi Kingdoms' 'Abracadabra Money'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'DeFi Kingdoms'
 'L2Pass' 'Stargate' 'Whale' 'L2Pass' 'TraderJoe' 'Merkly' 'Merkly' nan
 'Stargate' nan 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Stargate'
 'Stargate' 'Abracadabra Money']",10526.25,89.21,16,17,26,2023/4/16 5:42,103,807.53,"[417.07, 0, 38.31, 6.14, 93.96]"
